2025-09-16T21:31:19.102984,nan
2025-09-16T21:31:24.139004,nan
2025-09-16T21:31:29.175692,nan
2025-09-16T21:31:34.213580,nan
2025-09-16T21:31:39.254138,nan
2025-09-16T21:31:44.280391,nan
2025-09-16T21:31:49.315871,nan
2025-09-16T21:31:54.346361,nan
2025-09-16T21:31:59.375009,nan
2025-09-16T21:32:04.403615,nan
2025-09-16T21:32:09.435820,nan
2025-09-16T21:32:14.470562,nan
2025-09-16T21:32:19.505486,nan
2025-09-16T21:32:24.533117,nan
2025-09-16T21:32:29.568181,nan
2025-09-16T21:32:34.603493,nan
2025-09-16T21:32:39.637045,nan
2025-09-16T21:32:44.672354,nan
2025-09-16T21:32:49.705680,nan
2025-09-16T21:32:54.754624,nan
2025-09-16T21:32:59.785467,nan
2025-09-16T21:33:04.823941,nan
2025-09-16T21:33:09.861096,nan
2025-09-16T21:33:14.898032,nan
2025-09-16T21:33:19.929526,nan
2025-09-16T21:33:24.964715,nan
2025-09-16T21:33:30.002624,nan
2025-09-16T21:33:35.033859,nan
2025-09-16T21:33:40.068667,nan
2025-09-16T21:33:45.105783,nan
2025-09-16T21:33:50.134714,nan
2025-09-16T21:33:55.169867,nan
2025-09-16T21:34:00.206416,nan
2025-09-16T21:34:05.243140,nan
2025-09-16T21:34:10.276955,nan
2025-09-16T21:34:15.312169,nan
2025-09-16T21:34:20.345545,nan
2025-09-16T21:34:25.380292,nan
2025-09-16T21:34:30.419823,nan
2025-09-16T21:34:35.455259,nan
2025-09-16T21:34:40.489869,nan
2025-09-16T21:34:45.527904,nan
2025-09-16T21:34:50.564906,nan
2025-09-16T21:35:00.628968,nan
2025-09-16T21:35:05.666362,nan
2025-09-16T21:35:10.704137,nan
2025-09-16T21:35:15.740084,nan
2025-09-16T21:35:20.782010,nan
2025-09-16T21:35:25.822741,nan
2025-09-16T21:35:40.935493,nan
2025-09-16T21:35:45.976945,nan
2025-09-16T21:35:56.056741,nan
2025-09-16T21:36:01.084603,nan
2025-09-16T21:36:06.126448,nan
2025-09-16T21:36:11.161029,nan
2025-09-16T21:36:16.179926,nan
2025-09-16T21:36:21.214845,nan
2025-09-16T21:36:26.234343,nan
2025-09-16T21:36:31.269158,nan
2025-09-16T21:36:36.294517,nan
2025-09-16T21:36:41.329453,nan
2025-09-16T21:36:46.356523,nan
2025-09-16T21:36:51.388050,nan
2025-09-16T21:36:56.425818,nan
2025-09-16T21:37:01.460947,nan
2025-09-16T21:37:06.494927,nan
2025-09-16T21:37:11.525428,nan
2025-09-16T21:37:16.562640,nan
2025-09-16T21:37:21.597109,nan
2025-09-16T21:37:26.624115,nan
2025-09-16T21:37:31.660086,nan
2025-09-16T21:37:36.693527,nan
2025-09-16T21:37:41.729071,nan
2025-09-16T21:37:46.764194,nan
2025-09-16T21:37:51.800128,nan
2025-09-16T21:37:56.830026,nan
2025-09-16T21:38:01.867746,nan
2025-09-16T21:38:06.901460,nan
2025-09-16T21:38:11.931043,nan
2025-09-16T21:38:16.964191,nan
2025-09-16T21:38:21.998389,nan
2025-09-16T21:38:27.029694,nan
2025-09-16T21:38:32.065193,nan
2025-09-16T21:38:37.097432,nan
2025-09-16T21:38:42.128039,nan
2025-09-16T21:38:47.170229,nan
2025-09-16T21:38:52.209922,nan
2025-09-16T21:38:57.240675,nan
2025-09-16T21:39:02.267012,nan
2025-09-16T21:39:07.303439,nan
2025-09-16T21:39:12.341174,nan
2025-09-16T21:39:17.377205,nan
